"","master_key","cntyvtd","county"
"4634","n2010231","2010231","Harris"
"4635","n2010894","2010894","Harris"
"4636","n4393729","4393729","Tarrant"
"4637","n4530362","4530362","Travis"
"4638","n910203","910203","Comal"
"4639","n1132606","1132606","Dallas"
"4640","n1211030","1211030","Denton"
"4641","n1410139","1410139","El Paso"
"4642","n1571019","1571019","Fort Bend"
"4643","n4770109","4770109","Washington"
"4644","n2670006","2670006","Kimble"
"4645","n292154","292154","Bexar"
"4646","n2010180","2010180","Harris"
"4647","n3570004","3570004","Ochiltree"
"4648","n1133045","1133045","Dallas"
"4649","n4710204A","4710204A","Walker"
"4650","n2010223","2010223","Harris"
"4651","n2593040","2593040","Kendall"
"4652","n1133002","1133002","Dallas"
"4653","n467004E","467004E","Van Zandt"
"4654","n2010137","2010137","Harris"
"4655","n610091","610091","Cameron"
"4656","n2011115","2011115","Harris"
"4657","n292111","292111","Bexar"
"4658","n1410105","1410105","El Paso"
"4659","n4392513","4392513","Tarrant"
"4660","n4392190","4392190","Tarrant"
"4661","n292026","292026","Bexar"
"4662","n1391035","1391035","Ellis"
"4663","n3550047","3550047","Nueces"
"4664","n2010051","2010051","Harris"
"4665","n4391718","4391718","Tarrant"
"4666","n2010009","2010009","Harris"
"4667","n1410019","1410019","El Paso"
"4668","n2011072","2011072","Harris"
"4669","n610048","610048","Cameron"
"4670","n4530466","4530466","Travis"
"4671","n4392675","4392675","Tarrant"
"4672","n2570005","2570005","Kaufman"
"4673","n4393391","4393391","Tarrant"
"4674","n2010283","2010283","Harris"
"4675","n1410148","1410148","El Paso"
"4676","n1132517","1132517","Dallas"
"4677","n4810202","4810202","Wharton"
"4678","n3710007","3710007","Pecos"
"4679","n850020","850020","Collin"
"4680","n4393575","4393575","Tarrant"
"4681","n2910026","2910026","Liberty"
"4682","n1133309","1133309","Dallas"
"4683","n1410208","1410208","El Paso"
"4684","n2090121","2090121","Hays"
"4685","n2150033","2150033","Hidalgo"
"4686","n293109","293109","Bexar"
"4687","n2010369","2010369","Harris"
"4688","n3630021","3630021","Palo Pinto"
"4689","n2774A6E","2774A6E","Lamar"
"4690","n2110402","2110402","Hemphill"
"4691","n3750421","3750421","Potter"
"4692","n2010240","2010240","Harris"
"4693","n1132302","1132302","Dallas"
"4694","n2010986","2010986","Harris"
"4695","n4630009","4630009","Uvalde"
"4696","n4392748","4392748","Tarrant"
"4697","n1350209","1350209","Ector"
"4698","n3550090","3550090","Nueces"
"4699","n610005","610005","Cameron"
"4700","n2490003","2490003","Jim Wells"
"4701","n1132104","1132104","Dallas"
"4702","n530005","530005","Burnet"
"4703","n4890007","4890007","Willacy"
"4704","n4730105","4730105","Waller"
"4705","n4392320","4392320","Tarrant"
"4706","n292068","292068","Bexar"
"4707","n3490401","3490401","Navarro"
"4708","n4394073","4394073","Tarrant"
"4709","n690201","690201","Castro"
"4710","n4392275","4392275","Tarrant"
"4711","n2530004","2530004","Jones"
"4712","n1391058","1391058","Ellis"
"4713","n2011009","2011009","Harris"
"4714","n4392428","4392428","Tarrant"
"4715","n2570028","2570028","Kaufman"
"4716","n1132803","1132803","Dallas"
"4717","n2010117","2010117","Harris"
"4718","n3510016","3510016","Newton"
"4719","n2010966","2010966","Harris"
"4720","n292134","292134","Bexar"
"4721","n1133025","1133025","Dallas"
"4722","n2010160","2010160","Harris"
"4723","n770017","770017","Clay"
"4724","n4392033","4392033","Tarrant"
"4725","n4393240","4393240","Tarrant"
"4726","n3390035","3390035","Montgomery"
"4727","n4530385B","4530385B","Travis"
"4728","n570004","570004","Calhoun"
"4729","n2790003","2790003","Lamb"
"4730","n2010243","2010243","Harris"
"4731","n650302","650302","Carson"
"4732","n4392775","4392775","Tarrant"
"4733","n2011135","2011135","Harris"
"4734","n2010923","2010923","Harris"
"4735","n1132800","1132800","Dallas"
"4736","n1410168","1410168","El Paso"
"4737","n291124","291124","Bexar"
"4738","n850106","850106","Collin"
"4739","n3790408","3790408","Rains"
"4740","n4530438","4530438","Travis"
"4741","n1391015","1391015","Ellis"
"4742","n4392317","4392317","Tarrant"
"4743","n3550067","3550067","Nueces"
"4744","n410037","410037","Brazos"
"4745","n1133312","1133312","Dallas"
"4746","n2010071","2010071","Harris"
"4747","n1133068","1133068","Dallas"
"4748","n610028","610028","Cameron"
"4749","n1450301","1450301","Falls"
"4750","n2090337","2090337","Hays"
"4751","n4710201A","4710201A","Walker"
"4752","n292151","292151","Bexar"
"4753","n1133042","1133042","Dallas"
"4754","n2011155","2011155","Harris"
"4755","n4790309","4790309","Webb"
"4756","n3670220","3670220","Parker"
"4757","n3610033","3610033","Orange"
"4758","n1132407","1132407","Dallas"
"4759","n1572087","1572087","Fort Bend"
"4760","n4790123","4790123","Webb"
"4761","n2070001","2070001","Haskell"
"4762","n850063","850063","Collin"
"4763","n1530004","1530004","Floyd"
"4764","n4850109","4850109","Wichita"
"4765","n3550004","3550004","Nueces"
"4766","n11329A1","11329A1","Dallas"
"4767","n2510002","2510002","Johnson"
"4768","n3550109","3550109","Nueces"
"4769","n2011092","2011092","Harris"
"4770","n4570009","4570009","Tyler"
"4771","n1410188","1410188","El Paso"
"4772","n2010134","2010134","Harris"
"4773","n2011029","2011029","Harris"
"4774","n1410125","1410125","El Paso"
"4775","n1132124","1132124","Dallas"
"4776","n1410062","1410062","El Paso"
"4777","n410080","410080","Brazos"
"4778","n710015","710015","Chambers"
"4779","n292088","292088","Bexar"
"4780","n21303CS","21303CS","Henderson"
"4781","n3490106","3490106","Navarro"
"4782","n490410","490410","Brown"
"4783","n4650032","4650032","Val Verde"
"4784","n1214217","1214217","Denton"
"4785","n2570002","2570002","Kaufman"
"4786","n83002E","83002E","Coleman"
"4787","n292177","292177","Bexar"
"4788","n4393209","4393209","Tarrant"
"4789","n11330C4","11330C4","Dallas"
"4790","n1410205","1410205","El Paso"
"4791","n2090114","2090114","Hays"
"4792","n4790275B","4790275B","Webb"
"4793","n2772C3A","2772C3A","Lamar"
"4794","n3670205","3670205","Parker"
"4795","n2010237","2010237","Harris"
"4796","n4810102","4810102","Wharton"
"4797","n850017","850017","Collin"
"4798","n1450201","1450201","Falls"
"4799","n3710004","3710004","Pecos"
"4800","n770010","770010","Clay"
"4801","n2090333","2090333","Hays"
"4802","n4850309","4850309","Wichita"
"4803","n2910023","2910023","Liberty"
"4804","n3750325","3750325","Potter"
"4805","n850060","850060","Collin"
"4806","n2010323","2010323","Harris"
"4807","n2110302","2110302","Hemphill"
"4808","n293106","293106","Bexar"
"4809","n1133621","1133621","Dallas"
"4810","n1530001","1530001","Floyd"
"4811","n3630017","3630017","Palo Pinto"
"4812","n2030007","2030007","Harrison"
"4813","n4770413","4770413","Washington"
"4814","n4393567","4393567","Tarrant"
"4815","n2150053","2150053","Hidalgo"
"4816","n990412","990412","Coryell"
"4817","n1134053","1134053","Dallas"
"4818","n850146","850146","Collin"
"4819","n1134098","1134098","Dallas"
"4820","n2010618","2010618","Harris"
"4821","n2150219","2150219","Hidalgo"
"4822","n850189","850189","Collin"
"4823","n2010366","2010366","Harris"
"4824","n49903-1","49903-1","Wood"
"4825","n3030027","3030027","Lubbock"
"4826","n293147","293147","Bexar"
"4827","n33001A","33001A","Borden"
"4828","n4070010","4070010","San Jacinto"
"4829","n4393822","4393822","Tarrant"
"4830","n2870103","2870103","Lee"
"4831","n3810309","3810309","Randall"
"4832","n3090074","3090074","Mclennan"
"4833","n1133306","1133306","Dallas"
"4834","n1572018","1572018","Fort Bend"
"4835","n610045","610045","Cameron"
"4836","n4394182","4394182","Tarrant"
"4837","n4910175","4910175","Williamson"
"4838","n4394666","4394666","Tarrant"
"4839","n4910413","4910413","Williamson"
"4840","n4490015","4490015","Titus"
"4841","n294028","294028","Bexar"
"4842","n292108","292108","Bexar"
"4843","n4910251","4910251","Williamson"
"4844","n2010512","2010512","Harris"
"4845","n1572153","1572153","Fort Bend"
"4846","n2150113","2150113","Hidalgo"
"4847","n1190005","1190005","Delta"
"4848","n4910473","4910473","Williamson"
"4849","n1670193","1670193","Galveston"
"4850","n4410103","4410103","Taylor"
"4851","n294131","294131","Bexar"
"4852","n3930003","3930003","Roberts"
"4853","n2010409","2010409","Harris"
"4854","n1134522","1134522","Dallas"
"4855","n1574001","1574001","Fort Bend"
"4856","n2970009","2970009","Live Oak"
"4857","n10006","10006","Anderson"
"4858","n2010472","2010472","Harris"
"4859","n3030127","3030127","Lubbock"
"4860","n2150010","2150010","Hidalgo"
"4861","n2010280","2010280","Harris"
"4862","n4090122","4090122","San Patricio"
"4863","n3850004","3850004","Real"
"4864","n3790305","3790305","Rains"
"4865","n21301CR","21301CR","Henderson"
"4866","n4710102","4710102","Walker"
"4867","n2010343","2010343","Harris"
"4868","n2150073","2150073","Hidalgo"
"4869","n970011","970011","Cooke"
"4870","n2150030","2150030","Hidalgo"
"4871","n50022","50022","Angelina"
"4872","n850123","850123","Collin"
"4873","n1572077","1572077","Fort Bend"
"4874","n2890008","2890008","Leon"
"4875","n1133082","1133082","Dallas"
"4876","n1573064","1573064","Fort Bend"
"4877","n850166","850166","Collin"
"4878","n1133960","1133960","Dallas"
"4879","n4394201","4394201","Tarrant"
"4880","n293126","293126","Bexar"
"4881","n2050202","2050202","Hartley"
"4882","n2150156","2150156","Hidalgo"
"4883","n1410185","1410185","El Paso"
"4884","n4850106","4850106","Wichita"
"4885","n1590102","1590102","Franklin"
"4886","n3730015","3730015","Polk"
"4887","n397004D","397004D","Rockwall"
"4888","n830002","830002","Coleman"
"4889","n1134519","1134519","Dallas"
"4890","n4050001","4050001","San Augustine"
"4891","n3650014","3650014","Panola"
"4892","n4910278","4910278","Williamson"
"4893","n4393507","4393507","Tarrant"
"4894","n3030135","3030135","Lubbock"
"4895","n3610030","3610030","Orange"
"4896","n1133503","1133503","Dallas"
"4897","n910304","910304","Comal"
"4898","n4393324","4393324","Tarrant"
"4899","n4890004","4890004","Willacy"
"4900","n2010469","2010469","Harris"
"4901","n2150199","2150199","Hidalgo"
"4902","n850209","850209","Collin"
"4903","n1134029","1134029","Dallas"
"4904","n293167","293167","Bexar"
"4905","n2090220","2090220","Hays"
"4906","n294008","294008","Bexar"
"4907","n770013","770013","Clay"
"4908","n4394060","4394060","Tarrant"
"4909","n710012","710012","Chambers"
"4910","n1410165","1410165","El Paso"
"4911","n3030045","3030045","Lubbock"
"4912","n2930403","2930403","Limestone"
"4913","n4393560","4393560","Tarrant"
"4914","n2910020","2910020","Liberty"
"4915","n3550106","3550106","Nueces"
"4916","n2010363","2010363","Harris"
"4917","n294088","294088","Bexar"
"4918","n1430019","1430019","Erath"
"4919","n4394124","4394124","Tarrant"
"4920","n1670392","1670392","Galveston"
"4921","n2010452","2010452","Harris"
"4922","n2810006","2810006","Lampasas"
"4923","n1134050","1134050","Dallas"
"4924","n850040","850040","Collin"
"4925","n292182C","292182C","Bexar"
"4926","n4910380","4910380","Williamson"
"4927","n4150010","4150010","Scurry"
"4928","n475003S","475003S","Ward"
"4929","n2010300","2010300","Harris"
"4930","n4394395","4394395","Tarrant"
"4931","n1650008","1650008","Gaines"
"4932","n2150093","2150093","Hidalgo"
"4933","n4930414","4930414","Wilson"
"4934","n2011132","2011132","Harris"
"4935","n1134118","1134118","Dallas"
"4936","n293063","293063","Bexar"
"4937","n850103","850103","Collin"
"4938","n3090035","3090035","Mclennan"
"4939","n294111","294111","Bexar"
"4940","n1134557","1134557","Dallas"
"4941","n2010535","2010535","Harris"
"4942","n4910419","4910419","Williamson"
"4943","n2150136","2150136","Hidalgo"
"4944","n4010314A","4010314A","Rusk"
"4945","n910106","910106","Comal"
"4946","n3070101","3070101","Mcculloch"
"4947","n4394495","4394495","Tarrant"
"4948","n294154","294154","Bexar"
"4949","n850229","850229","Collin"
"4950","n1574082","1574082","Fort Bend"
"4951","n1610010","1610010","Freestone"
"4952","n3030092","3030092","Lubbock"
"4953","n294025","294025","Bexar"
"4954","n1134095","1134095","Dallas"
"4955","n2010449","2010449","Harris"
"4956","n4910231","4910231","Williamson"
"4957","n2150050","2150050","Hidalgo"
"4958","n3890003","3890003","Reeves"
"4959","n850143","850143","Collin"
"4960","n1572136","1572136","Fort Bend"
"4961","n4690017","4690017","Victoria"
"4962","n2970006","2970006","Live Oak"
"4963","n1134003","1134003","Dallas"
"4964","n2011089","2011089","Harris"
"4965","n4910123","4910123","Williamson"
"4966","n4392405","4392405","Tarrant"
"4967","n2150007","2150007","Hidalgo"
"4968","n1510010A","1510010A","Fisher"
"4969","n4394121","4394121","Tarrant"
"4970","n293187","293187","Bexar"
"4971","n2010406","2010406","Harris"
"4972","n4392561","4392561","Tarrant"
"4973","n3750322","3750322","Potter"
"4974","n2010154","2010154","Harris"
"4975","n4394259","4394259","Tarrant"
"4976","n2730023","2730023","Kleberg"
"4977","n1133062","1133062","Dallas"
"4978","n1573121","1573121","Fort Bend"
"4979","n3610010","3610010","Orange"
"4980","n1134300","1134300","Dallas"
"4981","n1410122","1410122","El Paso"
"4982","n397001BB","397001BB","Rockwall"
"4983","n850100","850100","Collin"
"4984","n850083","850083","Collin"
"4985","n2030010","2030010","Harrison"
"4986","n1133963","1133963","Dallas"
"4987","n2010346","2010346","Harris"
"4988","n1470017","1470017","Fannin"
"4989","n2010320","2010320","Harris"
"4990","n2090432","2090432","Hays"
"4991","n4393750","4393750","Tarrant"
"4992","n293144","293144","Bexar"
"4993","n3670350","3670350","Parker"
"4994","n3810305","3810305","Randall"
"4995","n850057","850057","Collin"
"4996","n4393327","4393327","Tarrant"
"4997","n3030024","3030024","Lubbock"
"4998","n4790221","4790221","Webb"
"4999","n4850306","4850306","Wichita"
"5000","n1133019","1133019","Dallas"
"5001","n2890011","2890011","Leon"
"5002","n293043","293043","Bexar"
"5003","n293083","293083","Bexar"
"5004","n2011152","2011152","Harris"
"5005","n292171","292171","Bexar"
"5006","n850186","850186","Collin"
"5007","n4790401","4790401","Webb"
"5008","n294068","294068","Bexar"
"5009","n650103","650103","Carson"
"5010","n293170","293170","Bexar"
"5011","n4910323","4910323","Williamson"
"5012","n2650416","2650416","Kerr"
"5013","n3030002","3030002","Lubbock"
"5014","n1134026","1134026","Dallas"
"5015","n2010386","2010386","Harris"
"5016","n4910182","4910182","Williamson"
"5017","n1571103","1571103","Fort Bend"
"5018","n4394068","4394068","Tarrant"
"5019","n4393663","4393663","Tarrant"
"5020","n2930305","2930305","Limestone"
"5021","n850080","850080","Collin"
"5022","n3950001","3950001","Robertson"
"5023","n4910284","4910284","Williamson"
"5024","n4393486","4393486","Tarrant"
"5025","n1470013","1470013","Fannin"
"5026","n277001H","277001H","Lamar"
"5027","n810002","810002","Coke"
"5028","n1131172","1131172","Dallas"
"5029","n1133983","1133983","Dallas"
"5030","n1131704","1131704","Dallas"
"5031","n1574154","1574154","Fort Bend"
"5032","n3390088","3390088","Montgomery"
"5033","n4392258","4392258","Tarrant"
"5034","n4410202","4410202","Taylor"
"5035","n4490003","4490003","Titus"
"5036","n4690032","4690032","Victoria"
"5037","n2010066","2010066","Harris"
"5038","n2010607","2010607","Harris"
"5039","n2010109","2010109","Harris"
"5040","n2310109","2310109","Hunt"
"5041","n2910010","2910010","Liberty"
"5042","n2970001","2970001","Live Oak"
"5043","n211002","211002","Bastrop"
"5044","n291145","291145","Bexar"
"5045","n410038","410038","Brazos"
"5046","n610066","610066","Cameron"
"5047","n1132125","1132125","Dallas"
"5048","n1133119","1133119","Dallas"
"5049","n3090007","3090007","Mclennan"
"5050","n3370011","3370011","Montague"
"5051","n4210401","4210401","Sherman"
"5052","n4391415","4391415","Tarrant"
"5053","n4530226","4530226","Travis"
"5054","n4590010","4590010","Upshur"
"5055","n1410080","1410080","El Paso"
"5056","n1572003","1572003","Fort Bend"
"5057","n2010507","2010507","Harris"
"5058","n2010258","2010258","Harris"
"5059","n2150005","2150005","Hidalgo"
"5060","n2150254","2150254","Hidalgo"
"5061","n270413","270413","Bell"
"5062","n293182","293182","Bexar"
"5063","n490306","490306","Brown"
"5064","n850241","850241","Collin"
"5065","n1132610","1132610","Dallas"
"5066","n1211028","1211028","Denton"
"5067","n3150006","3150006","Marion"
"5068","n3610025","3610025","Orange"
"5069","n4310002C","4310002C","Sterling"
"5070","n4393542","4393542","Tarrant"
"5071","n4530360","4530360","Travis"
"5072","n4910261","4910261","Williamson"
"5073","n1410180","1410180","El Paso"
"5074","n1830007","1830007","Gregg"
"5075","n2010358","2010358","Harris"
"5076","n2010898","2010898","Harris"
"5077","n2150105","2150105","Hidalgo"
"5078","n2510039","2510039","Johnson"
"5079","n150104","150104","Austin"
"5080","n293177","293177","Bexar"
"5081","n292039","292039","Bexar"
"5082","n390002","390002","Brazoria"
"5083","n610035","610035","Cameron"
"5084","n1410055","1410055","El Paso"
"5085","n4530401","4530401","Travis"
"5086","n4790343","4790343","Webb"
"5087","n49904-2","49904-2","Wood"
"5088","n2150140","2150140","Hidalgo"
"5089","n3610026","3610026","Orange"
"5090","n4010417","4010417","Rusk"
"5091","n4391298","4391298","Tarrant"
"5092","n4393185","4393185","Tarrant"
"5093","n4410110","4410110","Taylor"
"5094","n1573042","1573042","Fort Bend"
"5095","n1830005","1830005","Gregg"
"5096","n2010810","2010810","Harris"
"5097","n2010147","2010147","Harris"
"5098","n2010479","2010479","Harris"
"5099","n2011142","2011142","Harris"
"5100","n130001","130001","Atascosa"
"5101","n293154","293154","Bexar"
"5102","n292016","292016","Bexar"
"5103","n1850007","1850007","Grimes"
"5104","n2010833","2010833","Harris"
"5105","n2010502","2010502","Harris"
"5106","n4530376","4530376","Travis"
"5107","n3390031","3390031","Montgomery"
"5108","n3610003","3610003","Orange"
"5109","n3990009","3990009","Runnels"
"5110","n4391236","4391236","Tarrant"
"5111","n4393038","4393038","Tarrant"
"5112","n4394694","4394694","Tarrant"
"5113","n2010170","2010170","Harris"
"5114","n2011165","2011165","Harris"
"5115","n2150163","2150163","Hidalgo"
"5116","n2450019","2450019","Jefferson"
"5117","n2790008","2790008","Lamb"
"5118","n3030120","3030120","Lubbock"
"5119","n294018","294018","Bexar"
"5120","n390048","390048","Brazoria"
"5121","n610081","610081","Cameron"
"5122","n850196","850196","Collin"
"5123","n1133052","1133052","Dallas"
"5124","n1131412","1131412","Dallas"
"5125","n3390010","3390010","Montgomery"
"5126","n3490206","3490206","Navarro"
"5127","n3550119","3550119","Nueces"
"5128","n397002D","397002D","Rockwall"
"5129","n4391142","4391142","Tarrant"
"5130","n4392699","4392699","Tarrant"
"5131","n2270032","2270032","Howard"
"5132","n2450042","2450042","Jefferson"
"5133","n2570018","2570018","Kaufman"
"5134","n2850208","2850208","Lavaca"
"5135","n3030060","3030060","Lubbock"
"5136","n3150001","3150001","Marion"
"5137","n1134528","1134528","Dallas"
"5138","n1219102","1219102","Denton"
"5139","n2010856","2010856","Harris"
"5140","n2010525","2010525","Harris"
"5141","n2030023","2030023","Harrison"
"5142","n2150186","2150186","Hidalgo"
"5143","n190407","190407","Bandera"
"5144","n292062","292062","Bexar"
"5145","n293200","293200","Bexar"
"5146","n390025","390025","Brazoria"
"5147","n610058","610058","Cameron"
"5148","n850173","850173","Collin"
"5149","n3550096","3550096","Nueces"
"5150","n3750123","3750123","Potter"
"5151","n3950005","3950005","Robertson"
"5152","n4230032","4230032","Smith"
"5153","n4392143","4392143","Tarrant"
"5154","n2550010","2550010","Karnes"
"5155","n2890001","2890001","Leon"
"5156","n3030034","3030034","Lubbock"
"5157","n3210006","3210006","Matagorda"
"5158","n3370003","3370003","Montague"
"5159","n3510008A","3510008A","Newton"
"5160","n1131312","1131312","Dallas"
"5161","n2011002","2011002","Harris"
"5162","n2134NLP","2134NLP","Henderson"
"5163","n2150209","2150209","Hidalgo"
"5164","n2250008","2250008","Houston"
"5165","n2450065","2450065","Jefferson"
"5166","n294141","294141","Bexar"
"5167","n291032","291032","Bexar"
"5168","n291038","291038","Bexar"
"5169","n790202","790202","Cochran"
"5170","n1134627","1134627","Dallas"
"5171","n1131745","1131745","Dallas"
"5172","n467002C","467002C","Van Zandt"
"5173","n3030009","3030009","Lubbock"
"5174","n323002E","323002E","Maverick"
"5175","n3770002","3770002","Presidio"
"5176","n4394102","4394102","Tarrant"
"5177","n4392226","4392226","Tarrant"
"5178","n4530181","4530181","Travis"
"5179","n1132095","1132095","Dallas"
"5180","n1410216","1410216","El Paso"
"5181","n1970002","1970002","Hardeman"
"5182","n2010979","2010979","Harris"
"5183","n2010316","2010316","Harris"
"5184","n2230008","2230008","Hopkins"
"5185","n294164","294164","Bexar"
"5186","n294158","294158","Bexar"
"5187","n291055","291055","Bexar"
"5188","n633003","633003","Camp"
"5189","n850010","850010","Collin"
"5190","n1132117","1132117","Dallas"
"5191","n4910303","4910303","Williamson"
"5192","n2010293","2010293","Harris"
"5193","n2190046","2190046","Hockley"
"5194","n3810216","3810216","Randall"
"5195","n4392308","4392308","Tarrant"
"5196","n4530214","4530214","Travis"
"5197","n4690013","4690013","Victoria"
"5198","n1134604","1134604","Dallas"
"5199","n1131722","1131722","Dallas"
"5200","n1211043","1211043","Denton"
"5201","n1410195","1410195","El Paso"
"5202","n1670152","1670152","Galveston"
"5203","n2010956","2010956","Harris"
"5204","n850033","850033","Collin"
"5205","n1132142","1132142","Dallas"
"5206","n1211066","1211066","Denton"
"5207","n1219300","1219300","Denton"
"5208","n1572034","1572034","Fort Bend"
"5209","n1630002","1630002","Frio"
"5210","n4610002","4610002","Upton"
"5211","n4910342","4910342","Williamson"
"5212","n3490306","3490306","Navarro"
"5213","n4230015","4230015","Smith"
"5214","n4392393","4392393","Tarrant"
"5215","n4393700","4393700","Tarrant"
"5216","n4530462","4530462","Travis"
"5217","n4530244","4530244","Travis"
"5218","n2010025","2010025","Harris"
"5219","n2010933","2010933","Harris"
"5220","n2010270","2010270","Harris"
"5221","n2010687","2010687","Harris"
"5222","n2150017","2150017","Hidalgo"
"5223","n2570012","2570012","Kaufman"
"5224","n1134658","1134658","Dallas"
"5225","n1133035","1133035","Dallas"
"5226","n1214210","1214210","Denton"
"5227","n1212089","1212089","Denton"
"5228","n1430044","1430044","Erath"
"5229","n1572108","1572108","Fort Bend"
"5230","n4910397","4910397","Williamson"
"5231","n505002A","505002A","Zapata"
"5232","n4230038","4230038","Smith"
"5233","n4393289","4393289","Tarrant"
"5234","n4394046","4394046","Tarrant"
"5235","n4530431","4530431","Travis"
"5236","n4530273","4530273","Travis"
"5237","n4650012C","4650012C","Val Verde"
"5238","n1610001","1610001","Freestone"
"5239","n2010787","2010787","Harris"
"5240","n2010247","2010247","Harris"
"5241","n2010665","2010665","Harris"
"5242","n2010002","2010002","Harris"
"5243","n2010124","2010124","Harris"
"5244","n610041","610041","Cameron"
"5245","n850156","850156","Collin"
"5246","n850073","850073","Collin"
"5247","n1134131","1134131","Dallas"
"5248","n1131052","1131052","Dallas"
"5249","n1214188","1214188","Denton"
"5250","n3030152","3030152","Lubbock"
"5251","n3670255","3670255","Parker"
"5252","n4010317","4010317","Rusk"
"5253","n4150014","4150014","Scurry"
"5254","n4910432","4910432","Williamson"
"5255","n5010305","5010305","Yoakum"
"5256","n1212106","1212106","Denton"
"5257","n1410049","1410049","El Paso"
"5258","n2011065","2011065","Harris"
"5259","n2450002","2450002","Jefferson"
"5260","n2610004","2610004","Kenedy"
"5261","n277004E","277004E","Lamar"
"5262","n270215","270215","Bell"
"5263","n293160","293160","Bexar"
"5264","n37005A","37005A","Bowie"
"5265","n1134063","1134063","Dallas"
"5266","n1131133","1131133","Dallas"
"5267","n1132810","1132810","Dallas"
"5268","n4530382","4530382","Travis"
"5269","n3090083","3090083","Mclennan"
"5270","n3390027","3390027","Montgomery"
"5271","n3470045","3470045","Nacogdoches"
"5272","n4394713","4394713","Tarrant"
"5273","n4393583","4393583","Tarrant"
"5274","n4391677","4391677","Tarrant"
"5275","n1132509","1132509","Dallas"
"5276","n1573084","1573084","Fort Bend"
"5277","n1850001","1850001","Grimes"
"5278","n2010379","2010379","Harris"
"5279","n2150040","2150040","Hidalgo"
"5280","n2270304","2270304","Howard"
"5281","n90005","90005","Archer"
"5282","n294095","294095","Bexar"
"5283","n291078","291078","Bexar"
"5284","n291158","291158","Bexar"
"5285","n292161","292161","Bexar"
"5286","n293056","293056","Bexar"
"5287","n2010439","2010439","Harris"
"5288","n2330042","2330042","Hutchinson"
"5289","n4090109","4090109","San Patricio"
"5290","n4391444","4391444","Tarrant"
"5291","n4530453","4530453","Travis"
"5292","n4810303","4810303","Wharton"
"5293","n590003","590003","Callahan"
"5294","n850027","850027","Collin"
"5295","n850110","850110","Collin"
"5296","n990416","990416","Coryell"
"5297","n1572056","1572056","Fort Bend"
"5298","n2010770","2010770","Harris"
"5299","n293116","293116","Bexar"
"5300","n294204","294204","Bexar"
"5301","n291015","291015","Bexar"
"5302","n33003A","33003A","Borden"
"5303","n410070","410070","Brazos"
"5304","n510309","510309","Burleson"
"5305","n3090039","3090039","Mclennan"
"5306","n3390067","3390067","Montgomery"
"5307","n3390103","3390103","Montgomery"
"5308","n3630009","3630009","Palo Pinto"
"5309","n4393254","4393254","Tarrant"
"5310","n4410402","4410402","Taylor"
"5311","n730047","730047","Cherokee"
"5312","n1134013","1134013","Dallas"
"5313","n1132203","1132203","Dallas"
"5314","n2011125","2011125","Harris"
"5315","n2150123","2150123","Hidalgo"
"5316","n2310432","2310432","Hunt"
"5317","n291115","291115","Bexar"
"5318","n293010","293010","Bexar"
"5319","n293016","293016","Bexar"
"5320","n410010","410010","Brazos"
"5321","n950101","950101","Concho"
"5322","n1132100","1132100","Dallas"
"5323","n4530190","4530190","Travis"
"5324","n4570002","4570002","Tyler"
"5325","n213001T","213001T","Henderson"
"5326","n2150226","2150226","Hidalgo"
"5327","n3310316","3310316","Milam"
"5328","n3530006","3530006","Nolan"
"5329","n4394091","4394091","Tarrant"
"5330","n4392525","4392525","Tarrant"
"5331","n1133098","1133098","Dallas"
"5332","n1133092","1133092","Dallas"
"5333","n1571006","1571006","Fort Bend"
"5334","n1670211","1670211","Galveston"
"5335","n1990004","1990004","Hardin"
"5336","n2010233","2010233","Harris"
"5337","n292101","292101","Bexar"
"5338","n430001","430001","Brewster"
"5339","n430007","430007","Brewster"
"5340","n850213","850213","Collin"
"5341","n850219","850219","Collin"
"5342","n1133808","1133808","Dallas"
"5343","n4910310","4910310","Williamson"
"5344","n2510017","2510017","Johnson"
"5345","n2930201","2930201","Limestone"
"5346","n3870027","3870027","Red River"
"5347","n4270002","4270002","Starr"
"5348","n4393443","4393443","Tarrant"
"5349","n4690007","4690007","Victoria"
"5350","n1211049","1211049","Denton"
"5351","n1250003","1250003","Dickens"
"5352","n1410201","1410201","El Paso"
"5353","n2010084","2010084","Harris"
"5354","n2010919","2010919","Harris"
"5355","n2010625","2010625","Harris"
"5356","n7001A","7001A","Aransas"
"5357","n294101","294101","Bexar"
"5358","n390042","390042","Brazoria"
"5359","n1030002","1030002","Crane"
"5360","n1132033","1132033","Dallas"
"5361","n1134534","1134534","Dallas"
"5362","n3730008","3730008","Polk"
"5363","n4392731","4392731","Tarrant"
"5364","n4394234","4394234","Tarrant"
"5365","n4530132","4530132","Travis"
"5366","n4830301","4830301","Wheeler"
"5367","n4950401","4950401","Winkler"
"5368","n1213152","1213152","Denton"
"5369","n1410009","1410009","El Paso"
"5370","n1670431","1670431","Galveston"
"5371","n1890304","1890304","Hale"
"5372","n2010187","2010187","Harris"
"5373","n2011019","2011019","Harris"
"5374","n770001","770001","Clay"
"5375","n1134019","1134019","Dallas"
"5376","n1131324","1131324","Dallas"
"5377","n1211003","1211003","Denton"
"5378","n1350205","1350205","Ector"
"5379","n1410155","1410155","El Paso"
"5380","n4410408","4410408","Taylor"
"5381","n4530334","4530334","Travis"
"5382","n4710403B","4710403B","Walker"
