"master_key","cntyvtd","county"
"n2010600","2010600","Harris"
"n2011097","2011097","Harris"
"n2230001","2230001","Hopkins"
"n294027","294027","Bexar"
"n292176","292176","Bexar"
"n610016","610016","Cameron"
"n850042","850042","Collin"
"n910303","910303","Comal"
"n1134097","1134097","Dallas"
"n411002A","411002A","San Saba"
"n4391211","4391211","Tarrant"
"n4392426","4392426","Tarrant"
"n4530483","4530483","Travis"
"n4530154B","4530154B","Travis"
"n2090444","2090444","Hays"
"n2150204","2150204","Hidalgo"
"n2390005","2390005","Jackson"
"n3030112","3030112","Lubbock"
"n3290309","3290309","Midland"
"n3490406","3490406","Navarro"
"n1133073","1133073","Dallas"
"n1212078","1212078","Denton"
"n1490316","1490316","Fayette"
"n1650006","1650006","Gaines"
"n2010457","2010457","Harris"
"n2010699","2010699","Harris"
"n270109","270109","Bell"
"n293134","293134","Bexar"
"n410089A","410089A","Brazos"
"n850191","850191","Collin"
"n1132311","1132311","Dallas"
"n1134677","1134677","Dallas"
"n3090056","3090056","Mclennan"
"n3550114","3550114","Nueces"
"n4230050","4230050","Smith"
"n4393333","4393333","Tarrant"
"n4530301","4530301","Travis"
"n4910143","4910143","Williamson"
"n1410130","1410130","El Paso"
"n1790005","1790005","Gray"
"n2010308","2010308","Harris"
"n2010848","2010848","Harris"
"n2150055","2150055","Hidalgo"
"n2490011","2490011","Jim Wells"
"n270210","270210","Bell"
"n1134504","1134504","Dallas"
"n1133030","1133030","Dallas"
"n1131313","1131313","Dallas"
"n1214205B","1214205B","Denton"
"n1410150","1410150","El Paso"
"n3470034","3470034","Nacogdoches"
"n3670430","3670430","Parker"
"n419001N","419001N","Shelby"
"n4391651","4391651","Tarrant"
"n790101","790101","Cochran"
"n1133028","1133028","Dallas"
"n2150082","2150082","Hidalgo"
"n2010057","2010057","Harris"
"n4550016","4550016","Trinity"
"n2790006","2790006","Lamb"
"n4393433","4393433","Tarrant"
"n293176","293176","Bexar"
"n38702-1A","38702-1A","Red River"
"n1133315","1133315","Dallas"
"n3550095","3550095","Nueces"
"n397002F","397002F","Rockwall"
"n489001A","489001A","Willacy"
"n1410048","1410048","El Paso"
"n293115","293115","Bexar"
"n4650010","4650010","Val Verde"
"n2910003","2910003","Liberty"
"n2010183","2010183","Harris"
"n2030019","2030019","Harrison"
"n4810402","4810402","Wharton"
"n292074","292074","Bexar"
"n710001","710001","Chambers"
"n4393032","4393032","Tarrant"
"n4393334","4393334","Tarrant"
"n4850206","4850206","Wichita"
"n4393698","4393698","Tarrant"
"n2010352","2010352","Harris"
"n1133969","1133969","Dallas"
"n2950207A","2950207A","Lipscomb"
"n3030011","3030011","Lubbock"
"n1134037","1134037","Dallas"
"n2870405","2870405","Lee"
"n850029","850029","Collin"
"n4910203","4910203","Williamson"
"n2150039","2150039","Hidalgo"
"n1571145","1571145","Fort Bend"
"n3670265","3670265","Parker"
"n293118","293118","Bexar"
"n4394233","4394233","Tarrant"
"n2010438","2010438","Harris"
"n294014","294014","Bexar"
"n2010335","2010335","Harris"
"n1133109","1133109","Dallas"
"n3750122","3750122","Potter"
"n3810123","3810123","Randall"
"n1133318","1133318","Dallas"
"n3630030","3630030","Palo Pinto"
"n2010206","2010206","Harris"
"n4790415","4790415","Webb"
"n1410174","1410174","El Paso"
"n292180A","292180A","Bexar"
"n4393526","4393526","Tarrant"
"n850132","850132","Collin"
"n4393037","4393037","Tarrant"
"n2090371","2090371","Hays"
"n4392442","4392442","Tarrant"
"n2570031","2570031","Kaufman"
"n3550115","3550115","Nueces"
"n2011098","2011098","Harris"
"n1410131","1410131","El Paso"
"n2011141","2011141","Harris"
"n2011035","2011035","Harris"
"n4392221","4392221","Tarrant"
"n850175","850175","Collin"
"n2790010","2790010","Lamb"
"n4570016","4570016","Tyler"
"n294057","294057","Bexar"
"n4393282","4393282","Tarrant"
"n2650211","2650211","Kerr"
"n2010163","2010163","Harris"
"n2090142","2090142","Hays"
"n2510030","2510030","Johnson"
"n3950016","3950016","Robertson"
"n610097","610097","Cameron"
"n1470004","1470004","Fannin"
"n850238","850238","Collin"
"n2132GBN","2132GBN","Henderson"
"n3590403","3590403","Oldham"
"n1134508","1134508","Dallas"
"n1133900","1133900","Dallas"
"n2010395","2010395","Harris"
"n1573137","1573137","Fort Bend"
"n293032","293032","Bexar"
"n850072","850072","Collin"
"n1133008","1133008","Dallas"
"n4790135","4790135","Webb"
"n2010292","2010292","Harris"
"n294120","294120","Bexar"
"n2690004","2690004","King"
"n1134083","1134083","Dallas"
"n1133071","1133071","Dallas"
"n2010100","2010100","Harris"
"n730014","730014","Cherokee"
"n2010229","2010229","Harris"
"n1410068","1410068","El Paso"
"n1572097","1572097","Fort Bend"
"n2011164","2011164","Harris"
"n4910147","4910147","Williamson"
"n467001A","467001A","Van Zandt"
"n510204","510204","Burleson"
"n4394136","4394136","Tarrant"
"n850009","850009","Collin"
"n4394328","4394328","Tarrant"
"n3030113","3030113","Lubbock"
"n1410197","1410197","El Paso"
"n1950006","1950006","Hansford"
"n293055","293055","Bexar"
"n293029","293029","Bexar"
"n4710303","4710303","Walker"
"n2010143","2010143","Harris"
"n2090136","2090136","Hays"
"n770026","770026","Clay"
"n292160","292160","Bexar"
"n4392524","4392524","Tarrant"
"n4790132","4790132","Webb"
"n2030016","2030016","Harrison"
"n2010186","2010186","Harris"
"n293179","293179","Bexar"
"n3610016","3610016","Orange"
"n1133094","1133094","Dallas"
"n4393417","4393417","Tarrant"
"n2910007","2910007","Liberty"
"n3630008","3630008","Palo Pinto"
"n1133610","1133610","Dallas"
"n2010501","2010501","Harris"
"n2570011","2570011","Kaufman"
"n610054","610054","Cameron"
"n1470001","1470001","Fannin"
"n3550073","3550073","Nueces"
"n1134062","1134062","Dallas"
"n4393359","4393359","Tarrant"
"n1410088","1410088","El Paso"
"n610074","610074","Cameron"
"n730046","730046","Cherokee"
"n4392613","4392613","Tarrant"
"n2850119","2850119","Lavaca"
"n2990109","2990109","Llano"
"n2010375","2010375","Harris"
"n670005","670005","Cass"
"n4850209","4850209","Wichita"
"n4393172","4393172","Tarrant"
"n4393585","4393585","Tarrant"
"n2930104","2930104","Limestone"
"n293138","293138","Bexar"
"n610011","610011","Cameron"
"n1134141","1134141","Dallas"
"n1410025","1410025","El Paso"
"n2011118","2011118","Harris"
"n2010249","2010249","Harris"
"n3590202","3590202","Oldham"
"n1133980","1133980","Dallas"
"n294037","294037","Bexar"
"n293075","293075","Bexar"
"n4394093","4394093","Tarrant"
"n4392134","4392134","Tarrant"
"n1410212","1410212","El Paso"
"n2594100","2594100","Kendall"
"n4790345","4790345","Webb"
"n850089","850089","Collin"
"n3030059","3030059","Lubbock"
"n1133051","1133051","Dallas"
"n3630027","3630027","Palo Pinto"
"n2090442","2090442","Hays"
"n4690003","4690003","Victoria"
"n293012","293012","Bexar"
"n4730311","4730311","Waller"
"n3670435","3670435","Parker"
"n3090001","3090001","Mclennan"
"n2011055","2011055","Harris"
"n850026","850026","Collin"
"n1132809","1132809","Dallas"
"n4392356","4392356","Tarrant"
"n1410151","1410151","El Paso"
"n2730043","2730043","Kleberg"
"n3730007","3730007","Polk"
"n2010312","2010312","Harris"
"n4910396","4910396","Williamson"
"n2150122","2150122","Hidalgo"
"n850215","850215","Collin"
"n3090021","3090021","Mclennan"
"n1574026","1574026","Fort Bend"
"n2010521","2010521","Harris"
"n294097","294097","Bexar"
"n2150165","2150165","Hidalgo"
"n1134530","1134530","Dallas"
"n1610003","1610003","Freestone"
"n4394432","4394432","Tarrant"
"n294054","294054","Bexar"
"n890103","890103","Colorado"
"n3030151","3030151","Lubbock"
"n4394604","4394604","Tarrant"
"n294011","294011","Bexar"
"n1134130","1134130","Dallas"
"n2010478","2010478","Harris"
"n910405","910405","Comal"
"n10017","10017","Anderson"
"n1134080","1134080","Dallas"
"n4394230","4394230","Tarrant"
"n2010435","2010435","Harris"
"n4910306","4910306","Williamson"
"n3030056","3030056","Lubbock"
"n3950008","3950008","Robertson"
"n4050010","4050010","San Augustine"
"n1573080","1573080","Fort Bend"
"n2150079","2150079","Hidalgo"
"n2010564","2010564","Harris"
"n2010349","2010349","Harris"
"n1134626","1134626","Dallas"
"n1133966","1133966","Dallas"
"n294140","294140","Bexar"
"n850172","850172","Collin"
"n4850203","4850203","Wichita"
"n2090438","2090438","Hays"
"n2930406","2930406","Limestone"
"n4890010","4890010","Willacy"
"n850086","850086","Collin"
"n21304LP","21304LP","Henderson"
"n3870017","3870017","Red River"
"n4394498","4394498","Tarrant"
"n1572090","1572090","Fort Bend"
"n293173","293173","Bexar"
"n4910333","4910333","Williamson"
"n2010392","2010392","Harris"
"n4394087","4394087","Tarrant"
"n1212108","1212108","Denton"
"n4410404","4410404","Taylor"
"n2150225","2150225","Hidalgo"
"n294157","294157","Bexar"
"n1134651","1134651","Dallas"
"n2010729","2010729","Harris"
"n1770003","1770003","Gonzales"
"n4170101A","4170101A","Shackelford"
"n1610011C","1610011C","Freestone"
"n2250007","2250007","Houston"
"n390047","390047","Brazoria"
"n3210005","3210005","Matagorda"
"n4950301","4950301","Winkler"
"n2150139","2150139","Hidalgo"
"n2010624","2010624","Harris"
"n4230034","4230034","Smith"
"n2010667","2010667","Harris"
"n4510319","4510319","Tom Green"
"n1211045","1211045","Denton"
"n505001B","505001B","Zapata"
"n1670420","1670420","Galveston"
"n2010538","2010538","Harris"
"n1131135","1131135","Dallas"
"n2170009","2170009","Hill"
"n1810306","1810306","Grayson"
"n4393671","4393671","Tarrant"
"n3810111","3810111","Randall"
"n212016","212016","Bastrop"
"n4790312","4790312","Webb"
"n2150036","2150036","Hidalgo"
"n4393398","4393398","Tarrant"
"n3070202","3070202","Mcculloch"
"n1131051","1131051","Dallas"
"n3730001","3730001","Polk"
"n3290109","3290109","Midland"
"n3030008","3030008","Lubbock"
"n50006","50006","Angelina"
"n37004D","37004D","Bowie"
"n3990008","3990008","Runnels"
"n2010372","2010372","Harris"
"n850066","850066","Collin"
"n1211005","1211005","Denton"
"n294203","294203","Bexar"
"n4393582","4393582","Tarrant"
"n850109","850109","Collin"
"n2930101","2930101","Limestone"
"n2010584","2010584","Harris"
"n294160","294160","Bexar"
"n1134654","1134654","Dallas"
"n4394020","4394020","Tarrant"
"n2990101","2990101","Llano"
"n4970002","4970002","Wise"
"n294034","294034","Bexar"
"n3090041","3090041","Mclennan"
"n1134603","1134603","Dallas"
"n2010541","2010541","Harris"
"n4394703","4394703","Tarrant"
"n1550301","1550301","Foard"
"n2010458","2010458","Harris"
"n1134107","1134107","Dallas"
"n1573131A","1573131A","Fort Bend"
"n4394288","4394288","Tarrant"
"n294077","294077","Bexar"
"n1573011","1573011","Fort Bend"
"n850235","850235","Collin"
"n3670235","3670235","Parker"
"n4910144","4910144","Williamson"
"n2150013","2150013","Hidalgo"
"n150103","150103","Austin"
"n293193","293193","Bexar"
"n3030033","3030033","Lubbock"
"n2090340","2090340","Hays"
"n4530134","4530134","Travis"
"n1212088","1212088","Denton"
"n850023","850023","Collin"
"n1134059","1134059","Dallas"
"n3070401","3070401","Mcculloch"
"n930016","930016","Comanche"
"n3310212","3310212","Milam"
"n3950004","3950004","Robertson"
"n1670206","1670206","Galveston"
"n4910302","4910302","Williamson"
"n250006","250006","Bee"
"n1134077","1134077","Dallas"
"n4850402","4850402","Wichita"
"n4910189","4910189","Williamson"
"n4510106","4510106","Tom Green"
"n2150182","2150182","Hidalgo"
"n4090105","4090105","San Patricio"
"n2210103","2210103","Hood"
"n4530110","4530110","Travis"
"n294051","294051","Bexar"
"n1590402","1590402","Franklin"
"n4910422","4910422","Williamson"
"n325004A","325004A","Medina"
"n4010316","4010316","Rusk"
"n419009S","419009S","Shelby"
"n90001","90001","Archer"
"n870402","870402","Collingsworth"
"n2150056","2150056","Hidalgo"
"n1010201","1010201","Cottle"
"n850192","850192","Collin"
"n3150003","3150003","Marion"
"n3730021","3730021","Polk"
"n1571142","1571142","Fort Bend"
"n4410109","4410109","Taylor"
"n10013","10013","Anderson"
"n3810324","3810324","Randall"
"n850129","850129","Collin"
"n2010415","2010415","Harris"
"n2150119","2150119","Hidalgo"
"n1450401","1450401","Falls"
"n1131080","1131080","Dallas"
"n4394508","4394508","Tarrant"
"n4393160","4393160","Tarrant"
"n2010266","2010266","Harris"
"n2830006","2830006","La Salle"
"n1672321","1672321","Galveston"
"n1133205","1133205","Dallas"
"n293049","293049","Bexar"
"n293135","293135","Bexar"
"n1110004","1110004","Dallam"
"n1410191","1410191","El Paso"
"n2010647","2010647","Harris"
"n130004","130004","Atascosa"
"n4790239","4790239","Webb"
"n323002D","323002D","Maverick"
"n2070004","2070004","Haskell"
"n3650027","3650027","Panola"
"n4210101","4210101","Sherman"
"n1670354","1670354","Galveston"
"n50028","50028","Angelina"
"n4474006","4474006","Throckmorton"
"n1211025","1211025","Denton"
"n2150205","2150205","Hidalgo"
"n910402","910402","Comal"
"n4391059","4391059","Tarrant"
"n1490207","1490207","Fayette"
"n2010309","2010309","Harris"
"n850003","850003","Collin"
"n1134527","1134527","Dallas"
"n2090231","2090231","Hays"
"n4970023","4970023","Wise"
"n3990005","3990005","Runnels"
"n2010604","2010604","Harris"
"n294180","294180","Bexar"
"n1574015","1574015","Fort Bend"
"n293092","293092","Bexar"
"n1573071","1573071","Fort Bend"
"n3030052","3030052","Lubbock"
"n2010432","2010432","Harris"
"n2150076","2150076","Hidalgo"
"n2010475","2010475","Harris"
"n2970012","2970012","Live Oak"
"n4394596","4394596","Tarrant"
"n1134127","1134127","Dallas"
"n3090018","3090018","Mclennan"
"n3870005","3870005","Red River"
"n4050007","4050007","San Augustine"
"n2150162","2150162","Hidalgo"
"n1133206","1133206","Dallas"
"n214025","214025","Bastrop"
"n2010821","2010821","Harris"
"n2850101","2850101","Lavaca"
"n2010036","2010036","Harris"
"n2510009","2510009","Johnson"
"n1131730","1131730","Dallas"
"n3390097","3390097","Montgomery"
"n1410003","1410003","El Paso"
"n2011013","2011013","Harris"
"n410061","410061","Brazos"
"n2450033","2450033","Jefferson"
"n291128","291128","Bexar"
"n2450096","2450096","Jefferson"
"n4391642","4391642","Tarrant"
"n4391427","4391427","Tarrant"
"n2010907","2010907","Harris"
"n610032","610032","Cameron"
"n3550074","3550074","Nueces"
"n4391271","4391271","Tarrant"
"n4392448","4392448","Tarrant"
"n292095","292095","Bexar"
"n2570032","2570032","Kaufman"
"n467001B","467001B","Van Zandt"
"n1290101","1290101","Donley"
"n2011099","2011099","Harris"
"n2010884","2010884","Harris"
"n1132131","1132131","Dallas"
"n2450010","2450010","Jefferson"
"n291066","291066","Bexar"
"n4391740","4391740","Tarrant"
"n550205","550205","Caldwell"
"n2010970","2010970","Harris"
"n3510020","3510020","Newton"
"n4530371","4530371","Travis"
"n1430031","1430031","Erath"
"n2510031","2510031","Johnson"
"n3550011","3550011","Nueces"
"n2010101","2010101","Harris"
"n2070005","2070005","Haskell"
"n1132046","1132046","Dallas"
"n1370003","1370003","Edwards"
"n4530447","4530447","Travis"
"n1132500","1132500","Dallas"
"n470002","470002","Brooks"
"n2010267","2010267","Harris"
"n2011036","2011036","Harris"
"n1950004","1950004","Hansford"
"n410064","410064","Brazos"
"n4392052","4392052","Tarrant"
"n1131403","1131403","Dallas"
"n270313","270313","Bell"
"n610055","610055","Cameron"
"n2010781","2010781","Harris"
"n2570029","2570029","Kaufman"
"n4392435","4392435","Tarrant"
"n3390021","3390021","Montgomery"
"n2010118","2010118","Harris"
"n1132804","1132804","Dallas"
"n4690024","4690024","Victoria"
"n2010161","2010161","Harris"
"n4530203","4530203","Travis"
"n292135","292135","Bexar"
"n4392223","4392223","Tarrant"
"n2010993","2010993","Harris"
"n291151","291151","Bexar"
"n1133069","1133069","Dallas"
"n3610017","3610017","Orange"
"n1810405","1810405","Grayson"
"n4530475","4530475","Travis"
"n2010950","2010950","Harris"
"n270102","270102","Bell"
"n1890419","1890419","Hale"
"n4391479","4391479","Tarrant"
"n1214202","1214202","Denton"
"n1132086","1132086","Dallas"
"n3470026","3470026","Nacogdoches"
"n2550001","2550001","Karnes"
"n1410026","1410026","El Paso"
"n292010","292010","Bexar"
"n1132153","1132153","Dallas"
"n2410015","2410015","Jasper"
"n1870219","1870219","Guadalupe"
"n3590203","3590203","Oldham"
"n4590018","4590018","Upshur"
"n3550031","3550031","Nueces"
"n2011119","2011119","Harris"
"n292115","292115","Bexar"
"n1990012","1990012","Hardin"
"n1132108","1132108","Dallas"
"n4391109","4391109","Tarrant"
"n1410046","1410046","El Paso"
"n2011056","2011056","Harris"
"n1132521","1132521","Dallas"
"n690401","690401","Castro"
"n1830013","1830013","Gregg"
"n2030017","2030017","Harrison"
"n2310217","2310217","Hunt"
"n1410089","1410089","El Paso"
"n610075","610075","Cameron"
"n4391347","4391347","Tarrant"
"n1890112","1890112","Hale"
"n4690004","4690004","Victoria"
"n1132023","1132023","Dallas"
"n4550014","4550014","Trinity"
"n3550093","3550093","Nueces"
"n2490007","2490007","Jim Wells"
"n2010887","2010887","Harris"
"n291046","291046","Bexar"
"n1391042","1391042","Ellis"
"n1133026","1133026","Dallas"
"n4790250A","4790250A","Webb"
"n4730312","4730312","Waller"
"n490411","490411","Brown"
"n1131146","1131146","Dallas"
"n4530348B","4530348B","Travis"
"n292178","292178","Bexar"
"n3510002","3510002","Newton"
"n2450053","2450053","Jefferson"
"n4392280","4392280","Tarrant"
"n2010824","2010824","Harris"
"n291109","291109","Bexar"
"n4530420","4530420","Travis"
"n2010055","2010055","Harris"
"n1131710","1131710","Dallas"
"n1350307","1350307","Ector"
"n610012","610012","Cameron"
"n292056","292056","Bexar"
"n570011","570011","Calhoun"
"n530012","530012","Burnet"
"n1391022","1391022","Ellis"
"n1132200","1132200","Dallas"
"n292013","292013","Bexar"
"n410084","410084","Brazos"
"n4391734","4391734","Tarrant"
"n1290303","1290303","Donley"
"n1132000","1132000","Dallas"
"n1132128","1132128","Dallas"
"n3490405","3490405","Navarro"
"n1391039","1391039","Ellis"
"n1214221","1214221","Denton"
"n2450013","2450013","Jefferson"
"n3430102","3430102","Morris"
"n4391577","4391577","Tarrant"
"n1132307","1132307","Dallas"
"n2450056","2450056","Jefferson"
"n3390078","3390078","Montgomery"
"n3550008","3550008","Nueces"
"n2010801","2010801","Harris"
"n1132049","1132049","Dallas"
"n1350412","1350412","Ector"
"n292072","292072","Bexar"
"n4530292","4530292","Travis"
"n1990015","1990015","Hardin"
"n4630013","4630013","Uvalde"
"n2011033","2011033","Harris"
"n291003","291003","Bexar"
"n291131","291131","Bexar"
"n2510028","2510028","Johnson"
"n1870128","1870128","Guadalupe"
"n47003S","47003S","Brooks"
"n4530416","4530416","Travis"
"n1950001","1950001","Hansford"
"n610009","610009","Cameron"
"n2010930","2010930","Harris"
"n4391189","4391189","Tarrant"
"n292158","292158","Bexar"
"n610095","610095","Cameron"
"n1410109","1410109","El Paso"
"n2690002","2690002","King"
"n1133006","1133006","Dallas"
"n2010141","2010141","Harris"
"n2010098","2010098","Harris"
"n293030","293030","Bexar"
"n390076","390076","Brazoria"
"n1133107","1133107","Dallas"
"n2570009","2570009","Kaufman"
"n4391078","4391078","Tarrant"
"n4530231","4530231","Travis"
"n1410066","1410066","El Paso"
"n1410172","1410172","El Paso"
"n730012","730012","Cherokee"
"n2011076","2011076","Harris"
"n2010013","2010013","Harris"
"n3330006","3330006","Mills"
"n2650119","2650119","Kerr"
"n2290004","2290004","Hudspeth"
"n4530392","4530392","Travis"
"n1870401","1870401","Guadalupe"
"n2011139","2011139","Harris"
"n550202","550202","Caldwell"
"n4391489","4391489","Tarrant"
"n2010204","2010204","Harris"
"n2010844","2010844","Harris"
"n291089","291089","Bexar"
"n292030","292030","Bexar"
"n2010947","2010947","Harris"
"n3550113","3550113","Nueces"
"n4570014","4570014","Tyler"
"n2450099","2450099","Jefferson"
"n3390039","3390039","Montgomery"
"n3470016","3470016","Nacogdoches"
"n410021","410021","Brazos"
"n3550051","3550051","Nueces"
"n2450073","2450073","Jefferson"
"n4392219","4392219","Tarrant"
"n291026","291026","Bexar"
"n4710301","4710301","Walker"
"n4270010","4270010","Starr"
"n2390004","2390004","Jackson"
"n3490203","3490203","Navarro"
"n4650042","4650042","Val Verde"
"n3550071","3550071","Nueces"
"n390056","390056","Brazoria"
"n291069","291069","Bexar"
"n1213160","1213160","Denton"
"n610072","610072","Cameron"
"n2010058","2010058","Harris"
"n3550054","3550054","Nueces"
"n1410129","1410129","El Paso"
"n2010738","2010738","Harris"
"n4391013","4391013","Tarrant"
"n2011053","2011053","Harris"
"n4570017","4570017","Tyler"
"n1132602","1132602","Dallas"
"n4530387","4530387","Travis"
"n4530346","4530346","Travis"
"n1870103","1870103","Guadalupe"
"n2011096","2011096","Harris"
"n292033","292033","Bexar"
"n291086","291086","Bexar"
"n2450076","2450076","Jefferson"
"n3550028","3550028","Nueces"
"n3490200","3490200","Navarro"
"n1131733","1131733","Dallas"
"n510114","510114","Burleson"
"n1350304","1350304","Ector"
"n4392609","4392609","Tarrant"
"n4392100","4392100","Tarrant"
"n2010184","2010184","Harris"
"n1133049","1133049","Dallas"
"n1391019","1391019","Ellis"
"n530009","530009","Burnet"
"n2010864","2010864","Harris"
"n1230202","1230202","Dewitt"
"n2594070","2594070","Kendall"
"n570008","570008","Calhoun"
"n1350101","1350101","Ector"
"n410103","410103","Brazos"
"n4392522","4392522","Tarrant"
"n2010121","2010121","Harris"
"n1132807","1132807","Dallas"
"n4392354","4392354","Tarrant"
"n3410401","3410401","Moore"
"n4393035","4393035","Tarrant"
"n2730041","2730041","Kleberg"
"n3370014","3370014","Montague"
"n2010016","2010016","Harris"
"n610052","610052","Cameron"
"n2490010","2490010","Jim Wells"
"n1213117","1213117","Denton"
"n291148","291148","Bexar"
"n1132310","1132310","Dallas"
"n1410086","1410086","El Paso"
"n4391352","4391352","Tarrant"
"n4530472","4530472","Travis"
"n410041","410041","Brazos"
"n292138","292138","Bexar"
"n292075","292075","Bexar"
"n2010990","2010990","Harris"
"n1214179","1214179","Denton"
"n1910201","1910201","Hall"
"n2330014","2330014","Hutchinson"
"n4391589","4391589","Tarrant"
"n1410023","1410023","El Paso"
"n1132111","1132111","Dallas"
"n2550004","2550004","Karnes"
"n670002","670002","Cass"
"n2010927","2010927","Harris"
"n3390056","3390056","Montgomery"
"n4590015B","4590015B","Upshur"
"n1410063","1410063","El Paso"
"n3550091","3550091","Nueces"
"n4392519","4392519","Tarrant"
"n2011073","2011073","Harris"
"n292112","292112","Bexar"
"n4392341","4392341","Tarrant"
"n2010095","2010095","Harris"
"n4690001","4690001","Victoria"
"n2570006","2570006","Kaufman"
"n4630010","4630010","Uvalde"
"n2011030","2011030","Harris"
"n1132518","1132518","Dallas"
"n2670007","2670007","Kimble"
"n3550048","3550048","Nueces"
"n292069","292069","Bexar"
"n1133003","1133003","Dallas"
"n2593050","2593050","Kendall"
"n2010138","2010138","Harris"
"n1410149","1410149","El Paso"
"n2010224","2010224","Harris"
"n690206","690206","Castro"
"n2011159","2011159","Harris"
"n1133089","1133089","Dallas"
"n293007","293007","Bexar"
"n610049","610049","Cameron"
"n4570010","4570010","Tyler"
"n2010052","2010052","Harris"
"n2150077","2150077","Hidalgo"
"n2010181","2010181","Harris"
"n292155","292155","Bexar"
"n4392569","4392569","Tarrant"
"n1410020","1410020","El Paso"
"n850170","850170","Collin"
"n2011116","2011116","Harris"
"n610092","610092","Cameron"
"n294052","294052","Bexar"
"n4392205","4392205","Tarrant"
"n2010347","2010347","Harris"
"n2030011","2030011","Harrison"
"n3630022","3630022","Palo Pinto"
"n4890008","4890008","Willacy"
"n850084","850084","Collin"
"n3810103","3810103","Randall"
"n2010241","2010241","Harris"
"n2790001","2790001","Lamb"
"n1133964","1133964","Dallas"
"n4394077","4394077","Tarrant"
"n3030006","3030006","Lubbock"
"n4730106","4730106","Waller"
"n3610011","3610011","Orange"
"n1470018","1470018","Fannin"
"n2090435","2090435","Hays"
"n1133310","1133310","Dallas"
"n293171","293171","Bexar"
"n3030053","3030053","Lubbock"
"n2010433","2010433","Harris"
"n4810203","4810203","Wharton"
"n4393392","4393392","Tarrant"
"n850021","850021","Collin"
"n2090221","2090221","Hays"
"n3670400","3670400","Parker"
"n293110","293110","Bexar"
"n2890012","2890012","Leon"
"n3870011A","3870011A","Red River"
"n2150034","2150034","Hidalgo"
"n4392751","4392751","Tarrant"
"n2730024","2730024","Kleberg"
"n3710009","3710009","Pecos"
"n2010304","2010304","Harris"
"n2010370","2010370","Harris"
"n2130001","2130001","Henderson"
"n2910030","2910030","Liberty"
"n1572030","1572030","Fort Bend"
"n4393329","4393329","Tarrant"
"n1573078","1573078","Fort Bend"
"n1133046","1133046","Dallas"
"n1134128","1134128","Dallas"
"n610006","610006","Cameron"
"n1410209A","1410209A","El Paso"
"n1410106","1410106","El Paso"
"n4790226","4790226","Webb"
"n4790340","4790340","Webb"
"n770020","770020","Clay"
"n4530439","4530439","Travis"
"n4393247","4393247","Tarrant"
"n293070","293070","Bexar"
"n1133313","1133313","Dallas"
"n2790004","2790004","Lamb"
"n2010287","2010287","Harris"
"n2010244","2010244","Harris"
"n2870304","2870304","Lee"
"n2010330","2010330","Harris"
"n1133805","1133805","Dallas"
"n2730033","2730033","Kleberg"
"n1410169","1410169","El Paso"
"n710016","710016","Chambers"
"n3730002","3730002","Polk"
"n1134057","1134057","Dallas"
"n3510017","3510017","Newton"
"n293113","293113","Bexar"
"n1132801","1132801","Dallas"
"n4392827A","4392827A","Tarrant"
"n1391016","1391016","Ellis"
"n294015","294015","Bexar"
"n291155","291155","Bexar"
"n294184","294184","Bexar"
"n370015","370015","Bowie"
"n610078","610078","Cameron"
"n2150189","2150189","Hidalgo"
"n2570015","2570015","Kaufman"
"n2850309","2850309","Lavaca"
"n3390007","3390007","Montgomery"
"n3490303","3490303","Navarro"
"n4230012","4230012","Smith"
"n850030","850030","Collin"
"n1132139","1132139","Dallas"
"n1131409","1131409","Dallas"
"n1211063","1211063","Denton"
"n2010690","2010690","Harris"
"n2150020","2150020","Hidalgo"
"n294038","294038","Bexar"
"n294161","294161","Bexar"
"n291058","291058","Bexar"
"n292019","292019","Bexar"
"n37004B","37004B","Bowie"
"n610101","610101","Cameron"
"n3990006","3990006","Runnels"
"n2150043","2150043","Hidalgo"
"n2150166","2150166","Hidalgo"
"n2591010","2591010","Kendall"
"n2790011","2790011","Lamb"
"n3390028C","3390028C","Montgomery"
"n3470042","3470042","Nacogdoches"
"n850007","850007","Collin"
"n850130","850130","Collin"
"n1132114","1132114","Dallas"
"n1134601","1134601","Dallas"
"n1131719","1131719","Dallas"
"n2010836","2010836","Harris"
"n410013","410013","Brazos"
"n950204","950204","Concho"
"n1132098","1132098","Dallas"
"n1133095","1133095","Dallas"
"n1131742","1131742","Dallas"
"n1391025","1391025","Ellis"
"n3030012","3030012","Lubbock"
"n3310207","3310207","Milam"
"n3530003","3530003","Nolan"
"n3750426","3750426","Potter"
"n4870001B","4870001B","Wilbarger"
"n1410213","1410213","El Paso"
"n1550401","1550401","Foard"
"n2010982","2010982","Harris"
"n213003B","213003B","Henderson"
"n2150229","2150229","Hidalgo"
"n2450085","2450085","Jefferson"
"n410073","410073","Brazos"
"n750201","750201","Childress"
"n890303","890303","Colorado"
"n1134655","1134655","Dallas"
"n1133316","1133316","Dallas"
"n1211000","1211000","Denton"
"n3210002","3210002","Matagorda"
"n3550099","3550099","Nueces"
"n3950011","3950011","Robertson"
"n4394499","4394499","Tarrant"
"n4910204","4910204","Williamson"
"n1350202","1350202","Ector"
"n1990018","1990018","Hardin"
"n2010876","2010876","Harris"
"n2090100","2090100","Hays"
"n2550013","2550013","Karnes"
"n2870403","2870403","Lee"
"n293053","293053","Bexar"
"n291075","291075","Bexar"
